strain	length
QG4185	14.428939399290135
NIC231	10.616401431069734
QG536	10.550281479647
ECA2584	12.357671690248
ED3073	12.352987078305095
ECA1254	12.721933730322842
ECA2580	10.883290465759881
ECA1863	12.21479102598936
CX11254	19.67229170092963
ECA1731	4.955964743547743
ECA1763	13.346794040478784
JU2600	13.923001309456257
ECA1262	13.307108685019593
ECA2523	12.511326961975326
JU4071	14.444130926590704
QG2851	9.015401838067634
ECA727	17.338819569140252
QG2834	9.277940875953652
ECA2560	11.781665190353795
MY2434	9.732749772582096
XZ2018	12.998861219176359
NIC1806	12.844202102032696
WN2081	10.374541608760257
JU1666	6.047064403472822
QG537	7.6816258948944585
ECA753	15.947958283291376
ECA822	10.000575729660826
ECA2311	15.152578098413645
ECA2367	7.558755215934802
NIC195	24.01673389375316
ECA2550	11.466993113846003
ECA2597	9.534858379508185
ECA1815	18.623942471134956
ECA1297	14.308477949329689
ECA2079	22.88225472723677
QG2927	8.774211246035716
ECA1873	24.918254000651597
ED3012	31.263427031262648
ECA1835	6.553343800748255
TWN2542	12.969415086963805
QG2877	9.098921776706877
ECA1717	14.961379008115314
QG4019	12.130133395878266
ECA2676	10.095539506046311
JU2316	5.263737055893911
ECA369	56.111077237631875
JU4072	10.299253202534977
ECA2592	11.204989460182032
ECA2673	7.75544199450911
QG4006	14.274079513063205
ECA1515	11.313404765146434
ECA1275	12.623289187410787
WN2088	9.227079374859242
JU1926	8.155842469572086
ECA714	14.353383300953833
ECA2651	12.40933626767548
ECA1409	8.570296780463782
XZ2210	12.366237837800742
EG4347	22.556071889954982
NIC4	15.070731235468296
ECA1196	12.060934985178765
ECA1493	9.852675838320497
ECA1689	13.719086843884321
XZ1513	15.829839139302383
WN2078	10.570425311001497
ECA552	6.619042137096128
ECA1255	12.482349290957064
ECA1216	10.909858907778935
MY934	7.171605500367476
ECA780	14.372121748725458
JU2017	5.7050676547323365
WN2071	9.10333869653876
ECA2482	13.100048837143135
QG4134	21.643107945310305
MY2640	37.42121558415745
ECA2255	22.678206415609324
JU2592	15.00655205185048
JU1920	6.556689952136046
ECA2175	13.181226469810927
ECA744	13.09723806997739
ECA922	9.734222079192726
NIC526	24.53880043327619
ECA715	16.654196995198376
WN2020	20.626011769477593
MY2532	11.20197792393302
ECA2556	17.215815044125083
NIC2002	10.385383139256698
ECA1253	11.274187870881532
NIC514	22.87047627435175
MY2693	12.810606742099282
ECA1813	20.95011999289895
ECA767	12.33297709300611
MY2054	10.962995791817043
WN2067	10.213591727007548
JU2468	8.133490178301647
ECA1917	13.94883359817
ECA741	8.650336721659723
QG4161	16.597780882800233
ECA1991	13.9015859405744
ECA2657	15.991592097388162
ECA1743	10.862276635044559
ECA1739	10.437315408795204
ECA1915	10.897879685810647
ECA1070	11.650094517785883
NIC258	15.901580625056605
ECA2187	11.29687477729075
MY2347	12.642897634543237
JU3140	8.60904521353439
ECA1939	38.95000523021103
TWN2794	11.101526459271557
NIC207	88.06401222386258
MY2022	29.203737006022266
XZ2019	15.211537285866509
JU1770	6.390499997310058
ECA1787	12.105974182858422
ECA2135	10.966542712288101
ECA397	12.027071933134328
NIC1783	13.109886522223238
NIC1796	13.931768226092267
ECA2475	10.07961182544043
ECA2423	16.577034744195934
ECA1761	10.03350185931668
NIC1809	11.327525524002908
JU3128	10.01483033457281
MY2288	12.776877536110357
JU2906	13.453000885527246
ED3052	6.132906571175192
NIC275	18.236458140428855
CX11314	31.53392990945161
NIC1795	11.782602112742376
JU3125	11.879305887849513
NIC1788	11.958408906656873
ECA2649	15.507002453408385
JU2838	6.219237276980179
JU1395	10.974774244702067
ECA1242	10.71424289764872
ECA1274	15.18583884320828
NIC1980	9.269575497484176
QG2932	9.616102935203731
MY920	8.11080327189243
NIC267	7.273395425584054
ECA1693	26.827634905552443
ECA1295	12.907042825095395
ECA1811	16.696960809934335
ECA2593	10.597127599076064
ECA1779	22.261811336912714
ECA1202	11.117721831988463
MY2079	7.717295868688302
QG4139	13.641790746826368
ECA2653	13.00267583175844
ECA1977	12.475121603959437
ECA2195	8.570229857436026
ECA1201	10.94311965257357
ECA1819	18.62742246857826
NIC1787	10.929132739772607
NIC528	7.438427612029867
QG4003	12.57108922576126
ECA775	11.831723615115136
CX11315	68.69916491244311
ECA1204	13.491280857403565
NIC2	13.443096277419386
ECA1211	13.00441583048009
ECA763	17.89561916006854
ECA703	25.237878381213317
NIC1832	17.701810071687735
JU3401	9.386958488167856
ECA615	8.525391428839637
ECA1069	9.835342774131744
ECA1185	10.978388088200877
ECA733	12.702124514107123
NIC1985	9.979829591056525
ECA2139	11.090885697858385
QG4160	15.721624603421247
NIC266	28.254300011250674
ECA2643	13.361985567779353
EG4946	18.208216622715902
ECA1232	12.579856142397269
ECA246	11.61582992757491
ECA781	18.46553566443697
ECA1289	12.40184088856683
ECA1270	9.950316535816215
ECA1933	23.40619511153696
QG4009	12.238615623870425
QG2843	9.831394315494153
MY804	12.40123858131703
ECA725	14.637538476804979
ECA2686	14.133139616609482
WN2016	9.817942786915237
ECA1265	13.224124130602396
ECA2557	16.06882127141836
MY803	8.978794941885209
ECA1943	30.278052370586188
ECA572	7.571470591208405
MY2137	13.8416229077052
ECA2041	16.575763206668576
ECA1467	9.731545158082492
JU2862	7.264427739864776
