isotype	length
JU1249	12.41348549539634
JU1395	9.228417835414358
JU1400	6.283309383753585
JU1409	14.381424049583515
JU1440	10.112203339957507
JU1491	10.01723956357202
JU1530	11.046007115445343
JU1543	14.96191439233736
JU1568	12.619876112995241
JU1581	8.432309527994644
JU1586	15.946218284569724
JU1652	18.68430704217069
JU1666	9.622845430250127
JU1792	9.340112368738795
JU1793	9.801842593615584
JU1808	11.277801714380345
JU1896	14.704729196671805
JU1934	7.527970623167132
JU2001	8.37427923216703
JU2007	5.348200609224511
JU2016	14.278295663811821
JU2017	5.7050676547323365
JU2106	6.795297315296589
JU2131	8.018984877811466
JU2141	6.643783580457449
JU2234	17.010428271942523
JU2250	3.620234647964099
JU2257	6.741581547068393
JU2316	5.263737055893911
JU2464	9.835008158992967
JU2466	9.40509462868968
JU2478	15.944812900986854
JU2513	7.593488267340064
JU2519	7.6636905234559025
JU2522	9.786890502036544
JU2526	5.743929856950132
JU2534	24.19956760558202
JU2565	15.25744648290699
JU2566	10.170760989243835
JU2570	5.781205983410115
JU2572	15.393233306223518
JU2575	4.8545295103782715
JU2576	31.545976054447657
JU2578	6.260073708516771
JU258	28.910747990507357
JU2581	9.618110626036405
JU2586	19.748583952571245
JU2587	20.036419894948956
JU2592	15.00655205185048
JU2593	11.966372746959813
JU2600	13.947093599448348
JU2610	11.124213365680776
JU2619	5.01962861985184
JU2800	6.823920294267746
JU2811	8.171502458066945
JU2825	15.474009400724773
JU2829	6.288335303138047
JU2838	6.219237276980179
JU2841	5.030155612117828
JU2853	8.444816103421648
JU2862	7.264427739864776
JU2866	7.9645095332182425
JU2878	9.430793071347908
JU2879	6.511657446759165
JU2906	13.453000885527246
JU2907	11.708250628905677
JU310	6.758824265169676
JU311	9.84791761104706
JU3125	11.879305887849513
JU3127	14.266717980010068
JU3128	10.01483033457281
JU3132	8.207507046999567
JU3134	14.762483769625064
JU3135	11.009239603996305
JU3137	22.202718303404335
JU3140	8.60904521353439
JU3141	10.360420849903784
JU3144	10.022727251847995
JU3166	4.796861937361095
JU3167	4.713810459916142
JU3169	4.215160287804871
JU3224	10.775812083184059
JU3225	12.513066960696978
JU3226	17.076748992448522
JU3228	17.288259221670742
JU323	13.197990688263754
JU3280	10.451436167651677
JU3282	8.188567830144674
JU3291	9.695406723094358
JU3318	14.60929695909203
JU346	15.655571575026269
JU360	19.77183970471639
JU367	8.094875591286549
JU3795	11.655314513950836
JU393	10.517154580907876
JU394	20.604931015734515
JU397	9.443240754510489
JU4047	9.816785974578313
JU406	8.797299690611469
JU4073	13.148367263182825
JU4082	10.448056554750009
JU4098	14.236937232658734
JU440	8.649199030187875
JU561	10.462946928425675
JU642	9.448747563651537
JU751	10.94964464777976
JU774	9.185319405539621
JU775	42.20360207061496
JU778	15.356894102152115
JU782	10.569622234668428
JU792	7.722266911190003
JU830	15.26587878440422
JU847	27.61096894543413
KR314	46.069745384067765
LKC34	24.413052064123033
MY1	17.731323126928046
MY10	11.73675983872965
MY16	29.948791074027636
MY18	11.420347763500208
MY2147	12.485695442344852
MY2212	15.064842009025787
MY23	21.111307451400197
MY2453	12.018364131839503
MY2530	8.750252802099139
MY2535	14.318959768551942
MY2573	9.168449114087798
MY2585	32.924055041995175
MY2693	14.781712986266898
MY2713	11.969263821758865
MY2741	10.616200661986467
MY518	56.97619121743116
MY679	10.083984129920475
MY772	8.570564472574803
MY795	15.884866598874591
MY920	9.748816447168702
N2	15.62733005731332
NIC1	16.402231795697777
NIC1049	5.406711412391411
NIC1107	9.392513099471591
NIC1119	8.19151244336593
NIC166	18.300971939185448
NIC1779	17.27638038424409
NIC1780	16.91713757125093
NIC1782	12.51172850014186
NIC1783	13.109886522223238
NIC1785	14.171687280596824
NIC1786	12.182734895694328
NIC1787	10.929132739772607
NIC1788	11.870505509699624
NIC1789	14.115672706365217
NIC1790	11.21824021967768
NIC1791	9.12201022128263
NIC1792	11.421485454972057
NIC1794	12.92865896306052
NIC1796	13.931768226092267
NIC1798	14.719920723972372
NIC1799	11.29145401204253
NIC1801	12.212448720017907
NIC1802	13.407292457570032
NIC1805	21.4760457603559
NIC1806	13.36934710083249
NIC1808	19.26941507383969
NIC1809	11.327525524002908
NIC1810	15.003272823490448
NIC1811	11.848052833887552
NIC1812	11.442432362659625
NIC1832	17.701810071687735
NIC195	18.380944957353634
NIC199	13.982194727506267
NIC2	13.443096277419386
NIC207	88.06401222386258
NIC231	13.417866295955449
NIC236	12.141911848763288
NIC242	16.255335749773785
NIC251	13.276591784362946
NIC252	8.348915404647581
NIC255	30.45874454552686
NIC256	14.402136726673936
NIC258	15.901580625056605
NIC259	14.953883629006665
NIC260	9.564706049887272
NIC261	14.008997400122466
NIC262	30.013639487923008
NIC265	7.789706584720082
NIC266	28.254300011250674
NIC267	7.316192701833891
NIC268	11.291052473875995
NIC269	13.823219075072354
NIC271	15.410967908578804
NIC272	7.708103990826043
NIC274	3.59090228489873
NIC275	18.236458140428855
NIC276	8.045486396802765
NIC277	11.34124474469285
NIC3	9.694171993232263
NIC501	6.284969074841929
NIC511	6.606293300308647
NIC513	8.36839000572452
NIC514	22.87047627435175
NIC515	17.31700266209186
NIC522	18.46553566443697
NIC523	5.796216818535742
NIC526	24.53880043327619
NIC527	9.150653277162114
NIC528	7.438427612029867
NIC529	10.053311075532399
PB303	46.60338960739255
PB306	20.45462189539498
PS2025	10.855651255296735
PX179	12.615593039218869
QG2075	15.926944452576056
QG2811	10.058096072016939
QG2813	9.376116957671417
QG2818	8.85083811281611
QG2823	26.13628656732111
QG2824	9.330876990908493
QG2825	9.51946608312435
QG2827	9.052611041499862
QG2828	9.370963884534222
QG2832	10.060538762530026
QG2835	9.487343029801563
QG2836	9.031664133812294
QG2837	10.341080094882356
QG2838	11.096774924300895
QG2841	9.583310651603387
QG2843	9.831394315494153
QG2846	9.123259451134071
QG2850	8.901666152396643
QG2854	8.771947016929976
QG2855	9.029656442979618
QG2857	8.564809092187804
QG2873	10.513273045298039
QG2874	10.859064329712279
QG2875	8.85612503200882
QG2877	8.75149087811262
QG2932	8.874696172211056
QG4003	12.57108922576126
QG4004	13.086664231591975
QG4006	13.353754035365387
QG4008	12.52417618330444
QG4010	14.206181321188675
QG4012	17.98656755478868
QG4015	15.841120449695504
QG4017	17.302681134152117
QG4018	14.521159331537634
QG4021	13.269297174337563
QG4080	13.361744644879431
QG4103	17.734535432260323
QG4135	16.182434264871794
QG4138	14.099968102518522
QG4151	13.630614601191148
QG4193	11.914340092879677
QG4226	14.045403527221623
QG4228	12.880474383076342
QG536	11.145383350127528
QG556	53.419700753404456
QG557	44.530248053573246
QW947	8.174246302204933
QX1211	29.643086683239122
QX1212	67.00445077290696
QX1233	20.951659222537337
QX1791	7.959021844942266
QX1792	20.400481165940533
QX1793	13.79825678571944
QX1794	34.29330018987892
RC301	42.77138218602042
TWN2530	11.716281392236374
TWN2542	12.22112640595024
WN2001	18.723742957253705
WN2002	10.873318934624265
WN2033	13.084678848435217
WN2050	8.81756780758894
WN2063	10.373671609399432
WN2064	6.65474557240385
WN2066	10.919469054564669
WN2068	11.04214900289522
WN2069	10.341950094243181
WN2082	9.897547728430766
WN2086	9.269675882025812
XZ1513	14.37784366759858
XZ1514	8.095611744591862
XZ1515	12.013419635472143
XZ1516	5.2427901482063435
XZ1672	20.68062096012633
XZ1734	10.284797828539725
XZ1735	9.358917739538176
XZ1756	10.447822324152863
XZ2018	12.998861219176359
XZ2019	15.211537285866509
XZ2020	28.584632076253325
XZ2211	11.238149820435032
